"Freq [kHz]"	"Leakage_Inductance_12 [nH]"
1	204.537342197762
2.15443469003188	204.1277509802
4.64158883361278	203.152366592232
10	201.089680574289
21.5443469003188	194.718924596403
46.4158883361278	179.492557918366
100	160.062592330896
